timestamp_utc,city,latitude,longitude,pm2_5,pm10,co,no2,so2,o3,us_aqi
2026-08-19 16:00:00+00:00,Rawalpindi,33.5651,73.0169,51.1,64.7,1372.0,73.2,9.2,13.0,119.0
2026-08-19 17:00:00+00:00,Rawalpindi,33.5651,73.0169,55.3,68.9,1316.0,76.5,9.2,5.0,118.0
2026-08-19 18:00:00+00:00,Rawalpindi,33.5651,73.0169,60.1,73.6,1191.0,74.6,8.7,4.0,117.0
2026-08-19 19:00:00+00:00,Rawalpindi,33.5651,73.0169,54.6,65.9,960.0,64.8,7.2,13.0,117.0
2026-08-19 20:00:00+00:00,Rawalpindi,33.5651,73.0169,48.7,60.8,661.0,49.9,5.2,29.0,116.0
2026-08-19 21:00:00+00:00,Rawalpindi,33.5651,73.0169,27.8,35.9,434.0,37.1,3.8,44.0,115.0
2026-08-19 22:00:00+00:00,Rawalpindi,33.5651,73.0169,17.9,24.5,333.0,28.5,3.5,54.0,112.0
2026-08-19 23:00:00+00:00,Rawalpindi,33.5651,73.0169,19.4,25.5,303.0,21.9,3.7,62.0,108.0
2026-08-20 00:00:00+00:00,Rawalpindi,33.5651,73.0169,24.6,33.5,327.0,12.5,3.7,87.0,104.0
2026-08-20 01:00:00+00:00,Rawalpindi,33.5651,73.0169,23.2,32.9,430.0,16.6,3.8,84.0,103.0
2026-08-20 02:00:00+00:00,Rawalpindi,33.5651,73.0169,24.6,38.3,586.0,22.1,4.1,81.0,101.0
2026-08-20 03:00:00+00:00,Rawalpindi,33.5651,73.0169,26.4,38.4,697.0,24.8,4.6,82.0,101.0
2026-08-20 04:00:00+00:00,Rawalpindi,33.5651,73.0169,27.8,40.5,716.0,21.9,5.7,91.0,101.0
2026-08-20 05:00:00+00:00,Rawalpindi,33.5651,73.0169,27.9,49.8,689.0,16.2,7.2,104.0,102.0
2026-08-20 06:00:00+00:00,Rawalpindi,33.5651,73.0169,31.3,59.8,658.0,11.4,8.4,117.0,102.0
2026-08-20 07:00:00+00:00,Rawalpindi,33.5651,73.0169,31.9,62.2,629.0,8.6,9.2,129.0,102.0
2026-08-20 08:00:00+00:00,Rawalpindi,33.5651,73.0169,33.5,66.8,596.0,6.8,9.7,140.0,102.0
2026-08-20 09:00:00+00:00,Rawalpindi,33.5651,73.0169,32.6,64.7,586.0,6.7,10.0,145.0,102.0
2026-08-20 10:00:00+00:00,Rawalpindi,33.5651,73.0169,32.5,63.8,564.0,7.0,9.9,144.0,102.0
2026-08-20 11:00:00+00:00,Rawalpindi,33.5651,73.0169,31.9,62.2,564.0,8.9,9.6,137.0,101.0
2026-08-20 12:00:00+00:00,Rawalpindi,33.5651,73.0169,50.1,101.3,716.0,14.5,14.2,130.0,101.0
2026-08-20 13:00:00+00:00,Rawalpindi,33.5651,73.0169,51.1,98.3,1118.0,42.0,15.2,93.0,102.0
2026-08-20 14:00:00+00:00,Rawalpindi,33.5651,73.0169,61.9,105.7,1673.0,79.8,16.6,43.0,103.0
2026-08-20 15:00:00+00:00,Rawalpindi,33.5651,73.0169,77.8,122.5,2217.0,106.1,17.7,6.0,104.0
2026-08-20 16:00:00+00:00,Rawalpindi,33.5651,73.0169,90.6,136.0,2767.0,110.8,18.6,0.0,108.0
2026-08-20 17:00:00+00:00,Rawalpindi,33.5651,73.0169,98.5,143.4,3305.0,104.2,19.2,0.0,112.0
2026-08-20 18:00:00+00:00,Rawalpindi,33.5651,73.0169,104.8,144.8,3619.0,95.2,18.5,1.0,116.0
2026-08-20 19:00:00+00:00,Rawalpindi,33.5651,73.0169,100.8,130.4,3612.0,84.7,15.5,1.0,121.0
2026-08-20 20:00:00+00:00,Rawalpindi,33.5651,73.0169,87.5,109.4,3379.0,71.7,11.3,2.0,126.0
2026-08-20 21:00:00+00:00,Rawalpindi,33.5651,73.0169,78.0,95.7,2994.0,63.1,8.2,2.0,130.0
2026-08-20 22:00:00+00:00,Rawalpindi,33.5651,73.0169,40.6,50.2,2354.0,63.8,7.2,0.0,135.0
2026-08-20 23:00:00+00:00,Rawalpindi,33.5651,73.0169,25.0,32.9,1562.0,68.7,7.4,0.0,137.0
2026-08-21 00:00:00+00:00,Rawalpindi,33.5651,73.0169,26.9,37.5,997.0,68.9,7.6,3.0,138.0
2026-08-21 01:00:00+00:00,Rawalpindi,33.5651,73.0169,24.0,34.8,873.0,62.7,9.1,16.0,138.0
2026-08-21 02:00:00+00:00,Rawalpindi,33.5651,73.0169,20.0,28.4,975.0,53.6,11.2,36.0,138.0
2026-08-21 03:00:00+00:00,Rawalpindi,33.5651,73.0169,33.2,50.4,1040.0,43.8,12.9,59.0,138.0
2026-08-21 04:00:00+00:00,Rawalpindi,33.5651,73.0169,30.7,50.3,961.0,32.6,14.0,89.0,138.0
2026-08-21 05:00:00+00:00,Rawalpindi,33.5651,73.0169,27.9,47.1,845.0,20.6,14.8,124.0,139.0
2026-08-21 06:00:00+00:00,Rawalpindi,33.5651,73.0169,28.9,49.8,743.0,11.5,15.1,151.0,139.0
2026-08-21 07:00:00+00:00,Rawalpindi,33.5651,73.0169,28.6,51.1,671.0,7.0,14.7,166.0,138.0
2026-08-21 08:00:00+00:00,Rawalpindi,33.5651,73.0169,30.0,53.2,614.0,5.5,14.0,174.0,138.0
2026-08-21 09:00:00+00:00,Rawalpindi,33.5651,73.0169,30.6,53.6,577.0,5.5,13.4,177.0,138.0
2026-08-21 10:00:00+00:00,Rawalpindi,33.5651,73.0169,30.7,52.9,500.0,5.0,13.4,177.0,137.0
2026-08-21 11:00:00+00:00,Rawalpindi,33.5651,73.0169,30.4,51.9,444.0,6.0,13.7,171.0,137.0
2026-08-21 12:00:00+00:00,Rawalpindi,33.5651,73.0169,42.6,78.7,599.0,12.7,13.9,150.0,137.0
2026-08-21 13:00:00+00:00,Rawalpindi,33.5651,73.0169,43.1,76.1,1190.0,30.7,13.5,118.0,141.0
2026-08-21 14:00:00+00:00,Rawalpindi,33.5651,73.0169,54.0,79.9,1992.0,55.6,12.8,73.0,140.0
2026-08-21 15:00:00+00:00,Rawalpindi,33.5651,73.0169,59.4,81.5,2523.0,75.3,12.3,37.0,135.0
2026-08-21 16:00:00+00:00,Rawalpindi,33.5651,73.0169,66.4,92.2,2559.0,85.9,12.1,17.0,133.0
2026-08-21 17:00:00+00:00,Rawalpindi,33.5651,73.0169,73.8,103.1,2323.0,91.3,11.9,6.0,130.0
2026-08-21 18:00:00+00:00,Rawalpindi,33.5651,73.0169,75.7,104.5,2009.0,90.5,11.4,2.0,128.0
2026-08-21 19:00:00+00:00,Rawalpindi,33.5651,73.0169,77.1,98.0,1610.0,80.8,10.1,7.0,125.0
2026-08-21 20:00:00+00:00,Rawalpindi,33.5651,73.0169,73.8,90.8,1131.0,65.0,8.5,20.0,122.0
2026-08-21 21:00:00+00:00,Rawalpindi,33.5651,73.0169,61.0,75.2,785.0,50.5,7.3,32.0,121.0
2026-08-21 22:00:00+00:00,Rawalpindi,33.5651,73.0169,40.0,50.3,673.0,39.3,6.7,41.0,119.0
2026-08-21 23:00:00+00:00,Rawalpindi,33.5651,73.0169,28.7,36.9,693.0,29.4,6.5,50.0,119.0
2026-08-22 00:00:00+00:00,Rawalpindi,33.5651,73.0169,48.3,60.8,749.0,34.0,8.0,36.0,119.0
2026-08-22 01:00:00+00:00,Rawalpindi,33.5651,73.0169,40.0,49.7,846.0,32.4,8.8,49.0,122.0
2026-08-22 02:00:00+00:00,Rawalpindi,33.5651,73.0169,43.2,58.0,978.0,29.9,9.9,69.0,123.0
2026-08-22 03:00:00+00:00,Rawalpindi,33.5651,73.0169,38.1,53.8,1035.0,26.3,10.9,90.0,126.0
2026-08-22 04:00:00+00:00,Rawalpindi,33.5651,73.0169,32.2,50.1,947.0,20.6,11.8,114.0,126.0
2026-08-22 05:00:00+00:00,Rawalpindi,33.5651,73.0169,30.5,50.5,783.0,13.7,12.7,141.0,126.0
2026-08-22 06:00:00+00:00,Rawalpindi,33.5651,73.0169,30.2,49.5,639.0,8.5,13.4,162.0,127.0
2026-08-22 07:00:00+00:00,Rawalpindi,33.5651,73.0169,30.2,49.1,534.0,5.9,13.9,176.0,127.0
2026-08-22 08:00:00+00:00,Rawalpindi,33.5651,73.0169,32.0,51.9,449.0,5.0,14.1,185.0,127.0
2026-08-22 09:00:00+00:00,Rawalpindi,33.5651,73.0169,34.0,54.2,416.0,5.6,14.3,188.0,127.0
2026-08-22 10:00:00+00:00,Rawalpindi,33.5651,73.0169,35.5,55.9,408.0,7.3,14.5,185.0,127.0
2026-08-22 11:00:00+00:00,Rawalpindi,33.5651,73.0169,36.8,57.0,452.0,10.4,14.5,176.0,130.0
2026-08-22 12:00:00+00:00,Rawalpindi,33.5651,73.0169,38.4,58.9,668.0,17.3,12.9,150.0,149.0
2026-08-22 13:00:00+00:00,Rawalpindi,33.5651,73.0169,45.2,62.6,1198.0,31.1,12.7,125.0,155.0
2026-08-22 14:00:00+00:00,Rawalpindi,33.5651,73.0169,53.4,69.2,1899.0,50.4,12.4,89.0,152.0
2026-08-22 15:00:00+00:00,Rawalpindi,33.5651,73.0169,47.4,60.5,2466.0,66.2,12.0,58.0,138.0
2026-08-22 16:00:00+00:00,Rawalpindi,33.5651,73.0169,49.2,61.9,2848.0,76.6,11.5,35.0,127.0
2026-08-22 17:00:00+00:00,Rawalpindi,33.5651,73.0169,56.0,70.3,3097.0,83.6,10.9,17.0,125.0
2026-08-22 18:00:00+00:00,Rawalpindi,33.5651,73.0169,63.8,78.9,3057.0,84.1,10.1,8.0,123.0
2026-08-22 19:00:00+00:00,Rawalpindi,33.5651,73.0169,63.6,75.7,2517.0,74.5,8.7,12.0,122.0
2026-08-22 20:00:00+00:00,Rawalpindi,33.5651,73.0169,60.5,70.3,1688.0,58.4,7.1,26.0,121.0
2026-08-22 21:00:00+00:00,Rawalpindi,33.5651,73.0169,49.8,58.1,1054.0,43.6,6.4,42.0,119.0
2026-08-22 22:00:00+00:00,Rawalpindi,33.5651,73.0169,44.5,53.2,818.0,31.7,7.2,61.0,118.0
2026-08-22 23:00:00+00:00,Rawalpindi,33.5651,73.0169,29.6,39.9,776.0,21.1,8.9,82.0,119.0
2026-08-23 00:00:00+00:00,Rawalpindi,33.5651,73.0169,19.8,27.5,802.0,13.7,7.4,94.0,119.0
2026-08-23 01:00:00+00:00,Rawalpindi,33.5651,73.0169,17.5,23.5,908.0,16.9,7.2,91.0,116.0
2026-08-23 02:00:00+00:00,Rawalpindi,33.5651,73.0169,19.6,25.4,1083.0,21.2,7.0,87.0,113.0
2026-08-23 03:00:00+00:00,Rawalpindi,33.5651,73.0169,21.0,31.4,1162.0,23.2,7.3,88.0,111.0
2026-08-23 04:00:00+00:00,Rawalpindi,33.5651,73.0169,23.0,34.3,1048.0,20.9,8.6,99.0,109.0
2026-08-23 05:00:00+00:00,Rawalpindi,33.5651,73.0169,23.3,33.2,840.0,16.4,10.4,116.0,108.0
2026-08-23 06:00:00+00:00,Rawalpindi,33.5651,73.0169,24.1,35.3,665.0,12.4,12.1,132.0,108.0
2026-08-23 07:00:00+00:00,Rawalpindi,33.5651,73.0169,24.1,39.3,566.0,9.7,13.4,145.0,107.0
2026-08-23 08:00:00+00:00,Rawalpindi,33.5651,73.0169,24.3,40.5,502.0,7.5,14.5,157.0,106.0
2026-08-23 09:00:00+00:00,Rawalpindi,33.5651,73.0169,24.0,39.2,474.0,6.5,15.3,165.0,105.0
2026-08-23 10:00:00+00:00,Rawalpindi,33.5651,73.0169,24.0,38.1,441.0,5.0,15.7,172.0,104.0
2026-08-23 11:00:00+00:00,Rawalpindi,33.5651,73.0169,23.7,35.6,445.0,4.7,15.8,174.0,103.0
2026-08-23 12:00:00+00:00,Rawalpindi,33.5651,73.0169,21.0,29.2,613.0,10.7,15.8,175.0,113.0
2026-08-23 13:00:00+00:00,Rawalpindi,33.5651,73.0169,25.6,32.8,1105.0,27.3,16.4,146.0,129.0
2026-08-23 14:00:00+00:00,Rawalpindi,33.5651,73.0169,31.2,39.0,1761.0,50.5,17.1,106.0,136.0
2026-08-23 15:00:00+00:00,Rawalpindi,33.5651,73.0169,40.2,47.8,2227.0,69.8,17.2,70.0,130.0
2026-08-23 16:00:00+00:00,Rawalpindi,33.5651,73.0169,47.5,55.1,2343.0,82.1,16.3,43.0,114.0
2026-08-23 17:00:00+00:00,Rawalpindi,33.5651,73.0169,56.3,63.3,2269.0,90.7,14.7,20.0,96.0
2026-08-23 18:00:00+00:00,Rawalpindi,33.5651,73.0169,61.7,68.0,2135.0,94.5,13.1,4.0,96.0
2026-08-23 19:00:00+00:00,Rawalpindi,33.5651,73.0169,63.6,69.6,1965.0,92.1,11.7,0.0,96.0
2026-08-23 20:00:00+00:00,Rawalpindi,33.5651,73.0169,64.0,69.8,1735.0,85.1,10.2,0.0,96.0
2026-08-23 21:00:00+00:00,Rawalpindi,33.5651,73.0169,64.5,70.1,1500.0,77.2,8.7,2.0,96.0
2026-08-23 22:00:00+00:00,Rawalpindi,33.5651,73.0169,64.3,68.7,1234.0,68.9,6.9,0.0,97.0
2026-08-23 23:00:00+00:00,Rawalpindi,33.5651,73.0169,61.0,64.5,964.0,59.8,5.1,0.0,99.0
2026-08-24 00:00:00+00:00,Rawalpindi,33.5651,73.0169,75.4,80.6,823.0,66.4,6.8,1.0,102.0
2026-08-24 01:00:00+00:00,Rawalpindi,33.5651,73.0169,73.3,77.5,935.0,62.7,7.8,12.0,108.0
2026-08-24 02:00:00+00:00,Rawalpindi,33.5651,73.0169,65.4,68.9,1177.0,57.0,9.3,28.0,113.0
2026-08-24 03:00:00+00:00,Rawalpindi,33.5651,73.0169,56.3,61.0,1313.0,48.9,11.3,56.0,118.0
2026-08-24 04:00:00+00:00,Rawalpindi,33.5651,73.0169,33.5,40.3,1226.0,36.0,14.5,105.0,122.0
2026-08-24 05:00:00+00:00,Rawalpindi,33.5651,73.0169,28.5,36.4,1034.0,20.6,18.2,166.0,123.0
2026-08-24 06:00:00+00:00,Rawalpindi,33.5651,73.0169,28.9,37.6,854.0,9.2,20.2,210.0,123.0
2026-08-24 07:00:00+00:00,Rawalpindi,33.5651,73.0169,28.5,37.8,703.0,5.0,19.2,225.0,124.0
2026-08-24 08:00:00+00:00,Rawalpindi,33.5651,73.0169,27.9,37.4,564.0,4.8,16.5,225.0,124.0
2026-08-24 09:00:00+00:00,Rawalpindi,33.5651,73.0169,27.5,37.6,501.0,5.9,14.4,220.0,125.0
2026-08-24 10:00:00+00:00,Rawalpindi,33.5651,73.0169,27.1,38.1,485.0,3.6,13.8,220.0,129.0
2026-08-24 11:00:00+00:00,Rawalpindi,33.5651,73.0169,26.8,38.4,544.0,2.6,13.9,217.0,165.0
2026-08-24 12:00:00+00:00,Rawalpindi,33.5651,73.0169,17.5,24.8,835.0,14.2,11.3,175.0,191.0
2026-08-24 13:00:00+00:00,Rawalpindi,33.5651,73.0169,24.3,30.4,1577.0,45.2,11.7,127.0,201.0
2026-08-24 14:00:00+00:00,Rawalpindi,33.5651,73.0169,32.7,39.1,2551.0,87.8,12.3,61.0,196.0
2026-08-24 15:00:00+00:00,Rawalpindi,33.5651,73.0169,41.3,48.2,3245.0,118.1,13.0,12.0,172.0
2026-08-24 16:00:00+00:00,Rawalpindi,33.5651,73.0169,48.8,56.3,3458.0,124.7,14.0,0.0,134.0
2026-08-24 17:00:00+00:00,Rawalpindi,33.5651,73.0169,54.9,63.3,3393.0,119.0,15.2,2.0,126.0
2026-08-24 18:00:00+00:00,Rawalpindi,33.5651,73.0169,60.5,69.6,3147.0,111.0,15.3,7.0,126.0
2026-08-24 19:00:00+00:00,Rawalpindi,33.5651,73.0169,62.4,71.0,2656.0,104.1,13.6,6.0,125.0
2026-08-24 20:00:00+00:00,Rawalpindi,33.5651,73.0169,54.1,61.0,1985.0,95.0,10.9,5.0,125.0
2026-08-24 21:00:00+00:00,Rawalpindi,33.5651,73.0169,47.5,53.4,1428.0,83.4,8.8,8.0,124.0
2026-08-24 22:00:00+00:00,Rawalpindi,33.5651,73.0169,42.0,47.6,1068.0,66.9,7.8,16.0,123.0
2026-08-24 23:00:00+00:00,Rawalpindi,33.5651,73.0169,36.7,41.9,822.0,48.0,7.4,28.0,120.0
2026-08-25 00:00:00+00:00,Rawalpindi,33.5651,73.0169,48.3,54.7,735.0,48.3,9.0,30.0,118.0
2026-08-25 01:00:00+00:00,Rawalpindi,33.5651,73.0169,46.9,53.2,933.0,42.8,10.3,52.0,115.0
2026-08-25 02:00:00+00:00,Rawalpindi,33.5651,73.0169,43.5,48.7,1291.0,35.1,12.1,84.0,112.0
2026-08-25 03:00:00+00:00,Rawalpindi,33.5651,73.0169,31.4,39.6,1469.0,27.4,14.1,114.0,110.0
2026-08-25 04:00:00+00:00,Rawalpindi,33.5651,73.0169,27.6,38.8,1271.0,20.0,16.7,141.0,107.0
2026-08-25 05:00:00+00:00,Rawalpindi,33.5651,73.0169,27.2,39.9,895.0,12.7,19.5,167.0,107.0
2026-08-25 06:00:00+00:00,Rawalpindi,33.5651,73.0169,25.8,39.3,596.0,7.4,20.8,187.0,106.0
2026-08-25 07:00:00+00:00,Rawalpindi,33.5651,73.0169,25.3,38.6,470.0,5.0,19.2,198.0,106.0
2026-08-25 08:00:00+00:00,Rawalpindi,33.5651,73.0169,25.5,38.8,423.0,4.7,15.9,203.0,106.0
2026-08-25 09:00:00+00:00,Rawalpindi,33.5651,73.0169,25.8,39.1,425.0,5.6,13.5,204.0,110.0
2026-08-25 10:00:00+00:00,Rawalpindi,33.5651,73.0169,25.7,38.9,356.0,4.0,12.7,206.0,143.0
2026-08-25 11:00:00+00:00,Rawalpindi,33.5651,73.0169,25.7,38.8,336.0,3.6,12.7,203.0,164.0
2026-08-25 12:00:00+00:00,Rawalpindi,33.5651,73.0169,24.4,37.6,700.0,14.3,11.9,177.0,178.0
2026-08-25 13:00:00+00:00,Rawalpindi,33.5651,73.0169,31.1,42.3,1866.0,46.8,12.7,130.0,184.0
2026-08-25 14:00:00+00:00,Rawalpindi,33.5651,73.0169,41.8,53.4,3414.0,91.3,13.8,65.0,178.0
2026-08-25 15:00:00+00:00,Rawalpindi,33.5651,73.0169,48.7,60.8,4423.0,123.0,14.7,17.0,158.0
2026-08-25 16:00:00+00:00,Rawalpindi,33.5651,73.0169,49.8,62.4,4396.0,130.6,15.3,2.0,123.0
2026-08-25 17:00:00+00:00,Rawalpindi,33.5651,73.0169,53.8,66.6,3828.0,125.4,15.7,5.0,108.0
2026-08-25 18:00:00+00:00,Rawalpindi,33.5651,73.0169,60.5,72.6,3286.0,115.8,15.3,9.0,108.0
2026-08-25 19:00:00+00:00,Rawalpindi,33.5651,73.0169,59.4,68.9,2997.0,103.2,13.5,10.0,108.0
2026-08-25 20:00:00+00:00,Rawalpindi,33.5651,73.0169,54.7,61.7,2734.0,86.3,10.9,13.0,108.0
2026-08-25 21:00:00+00:00,Rawalpindi,33.5651,73.0169,49.8,54.8,2376.0,69.5,9.1,20.0,108.0
2026-08-25 22:00:00+00:00,Rawalpindi,33.5651,73.0169,45.2,49.7,1756.0,52.1,8.7,35.0,108.0
2026-08-25 23:00:00+00:00,Rawalpindi,33.5651,73.0169,39.5,44.5,1042.0,34.7,9.1,53.0,109.0
2026-08-26 00:00:00+00:00,Rawalpindi,33.5651,73.0169,46.8,51.2,613.0,42.0,8.3,33.0,109.0
2026-08-26 01:00:00+00:00,Rawalpindi,33.5651,73.0169,44.2,48.4,751.0,40.8,9.4,48.0,109.0
2026-08-26 02:00:00+00:00,Rawalpindi,33.5651,73.0169,41.6,45.8,1175.0,38.8,10.9,71.0,108.0
2026-08-26 03:00:00+00:00,Rawalpindi,33.5651,73.0169,35.4,44.2,1424.0,34.6,13.0,97.0,108.0
2026-08-26 04:00:00+00:00,Rawalpindi,33.5651,73.0169,32.2,45.8,1268.0,26.1,16.4,129.0,109.0
2026-08-26 05:00:00+00:00,Rawalpindi,33.5651,73.0169,32.7,48.9,937.0,15.5,20.2,165.0,109.0
2026-08-26 06:00:00+00:00,Rawalpindi,33.5651,73.0169,31.5,48.4,665.0,7.6,22.1,191.0,110.0
2026-08-26 07:00:00+00:00,Rawalpindi,33.5651,73.0169,29.4,45.1,530.0,4.7,20.2,202.0,110.0
2026-08-26 08:00:00+00:00,Rawalpindi,33.5651,73.0169,29.0,43.8,455.0,4.7,16.2,203.0,111.0
2026-08-26 09:00:00+00:00,Rawalpindi,33.5651,73.0169,29.0,43.4,435.0,5.8,13.1,200.0,111.0
2026-08-26 10:00:00+00:00,Rawalpindi,33.5651,73.0169,29.2,43.5,391.0,4.1,11.9,199.0,134.0
2026-08-26 11:00:00+00:00,Rawalpindi,33.5651,73.0169,29.3,43.5,404.0,3.5,11.6,195.0,158.0
2026-08-26 12:00:00+00:00,Rawalpindi,33.5651,73.0169,29.8,43.9,712.0,15.0,11.8,175.0,174.0
2026-08-26 13:00:00+00:00,Rawalpindi,33.5651,73.0169,38.4,50.3,1591.0,51.1,12.9,124.0,181.0
2026-08-26 14:00:00+00:00,Rawalpindi,33.5651,73.0169,50.6,64.0,2766.0,99.1,14.5,58.0,175.0
2026-08-26 15:00:00+00:00,Rawalpindi,33.5651,73.0169,62.6,76.8,3647.0,132.1,15.7,10.0,154.0
2026-08-26 16:00:00+00:00,Rawalpindi,33.5651,73.0169,68.5,83.1,4000.0,136.5,16.2,0.0,116.0
2026-08-26 17:00:00+00:00,Rawalpindi,33.5651,73.0169,72.4,87.1,4058.0,125.8,16.3,3.0,118.0
2026-08-26 18:00:00+00:00,Rawalpindi,33.5651,73.0169,79.6,93.1,3936.0,113.5,15.6,9.0,120.0
